Position,GP,MP,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,Classification
Point-Forward,42,34:49,9.6,19.6,0.492,2.1,6,0.343,3.8,5.5,0.694,1,6.6,7.6,10.8,1.4,0.5,3.8,1.7,25.1,22.1,8.3,Selected
Point-Forward,42,30:37,11,19.9,0.554,1.6,5.1,0.322,6.2,10.3,0.606,2.3,10.6,12.9,5.6,1.1,1,3.6,3.1,30,24.5,10.3,Selected
Forward,37,34:41,9.2,18.3,0.503,1.1,3.5,0.3,7.2,8.3,0.866,2.2,7,9.2,3.2,1.5,2.5,2.4,2.5,26.6,22.9,5.1,Selected
Center,31,31:03,7.7,16.3,0.472,1.2,3.8,0.322,6.8,8.1,0.837,2.5,9.8,12.3,3.3,0.8,1.4,3,3.5,23.4,18.9,4.3,Selected
Guard,42,37:07,10.6,24,0.441,4.8,13.2,0.36,10.7,12.5,0.859,1.1,5.1,6.2,7.4,1.6,0.9,4.6,3.2,36.6,27.2,4.6,Selected
Point-Forward,33,35:12,8.8,19.4,0.454,2.2,5.9,0.367,3.7,4.5,0.812,1.2,6.5,7.7,3.5,1,1,2.5,2.8,23.5,16.3,6.7,Selected
Forward,34,32:12,9.6,20.6,0.466,1.9,5.4,0.355,6.1,6.8,0.888,1.1,6.3,7.4,5,2,0.6,3.2,2,27.1,20.8,8.2,Selected
Guard,38,31:40,7.3,16.6,0.443,3.4,8.7,0.39,3.6,4.2,0.862,0.8,3.2,4,5,0.9,0.6,2.2,1.5,21.7,16.4,5.4,Selected
Point-Forward,39,32:51,9.5,20.3,0.466,3,9.1,0.327,7.2,9.3,0.777,1.5,8.3,9.8,9,1,0.2,4.3,2.4,29.1,23.5,5.8,Selected
Guard,40,35:05,9.3,20.8,0.447,3.5,9.3,0.373,7,8.4,0.839,0.6,4,4.6,8.6,1.2,0.1,4.8,1.6,29.2,21.3,-4.9,Selected
Guard,44,35:59,9.3,18.2,0.51,2,5.3,0.368,6.5,7.1,0.917,0.5,3.5,4,6.4,0.8,0.2,3.9,3.1,27.1,19.6,2.1,Selected
Center,47,34:28,6.1,10.4,0.589,0,0.2,0.091,3.6,5.3,0.692,2.5,7.9,10.4,4.7,1.2,1.1,2.8,2.5,16,16.1,4,Selected
Guard,48,31:35,6,12.5,0.478,1.6,4.4,0.357,3.6,4,0.895,0.3,4.7,5,6.5,1.6,0.1,2.1,2.3,17.1,15.4,4.8,Selected
Forward,43,34:27,8.6,18.2,0.471,2.5,6.2,0.404,5.4,6.3,0.856,0.9,5.4,6.3,4.3,0.9,0.8,3,2.9,25,17.8,-2,Selected
Guard,46,37:04,9,19.8,0.456,3.8,9.9,0.385,7.1,8,0.886,0.5,3.9,4.4,7.8,1,0.3,2.9,1.7,29,22.9,1.2,Selected
Guard,46,34:20,9.2,20,0.462,2.4,6.6,0.368,4.1,4.8,0.864,0.7,3.5,4.2,4.2,1.2,0.2,2.5,2.4,25,16.9,4.1,Selected
Center,47,31:57,7.6,15,0.507,1.3,3.9,0.324,3.3,4.1,0.8,2.5,7.7,10.2,6.5,1,0.6,2.9,3.1,19.8,17.9,4.2,Selected
Forward,41,34:48,5.9,13.3,0.441,0.6,2.6,0.245,7.9,9.5,0.835,1.9,5,6.9,6.4,1.8,0.6,2.3,1.4,20.2,19.3,5.7,Selected
Point-Forward,46,36:00,6.6,11.4,0.58,0,0.1,0.4,3,5,0.607,1.9,5.8,7.7,8.4,2.2,0.6,3.5,3.3,16.3,17,2.8,Selected
Center,45,34:19,6,8.7,0.686,0,0,,3.7,6.1,0.611,3.7,10.9,14.6,1.6,0.7,2,2,3.1,15.7,16.9,7.4,Selected
Forward,45,34:25,7.2,13.5,0.535,0.2,1,0.239,3.4,4.6,0.726,3.4,9.4,12.8,4.6,0.8,0.6,2.7,3.4,18,16.4,4.2,Selected
Guard,36,36:55,5.9,14.4,0.41,2.9,8.4,0.344,5.1,5.9,0.859,0.5,4.1,4.6,7.4,1.2,0.4,2.8,3.2,19.8,15.9,3.5,Selected
Forward,42,33:56,7.9,18.2,0.435,2.4,6.6,0.366,3.3,3.9,0.841,1,5.9,6.9,2.9,1.4,0.8,2.1,2,21.5,15.2,8,Selected
Forward,40,28:47,7.4,14.6,0.503,2.3,5.3,0.432,3.2,3.5,0.9,0.8,5,5.8,3.9,1,0.2,2,2.2,20.2,15.8,9.1,Selected
Guard,40,35:50,10.1,22.1,0.455,1,4.2,0.235,5.2,6.6,0.787,1.7,6.4,8.1,7.4,1.6,0.4,4.5,3.6,26.3,18.5,2.6,Selected
Forward,39,34:48,8.6,19.2,0.448,2.2,6.7,0.333,3.5,4.9,0.721,1.2,4,5.2,3.7,0.7,0.9,2.5,2.4,22.9,14.9,-2.2,Not selected
Guard,46,26:02,4.6,11.6,0.395,2.2,6.8,0.326,2,2.4,0.838,0.2,2.8,3,1,1.1,0.3,0.9,1.6,13.4,8.4,-2.2,Not selected
Center,38,20:59,3.2,4.9,0.659,0,0,,1.4,2.1,0.679,2.3,7.3,9.6,2,0.4,1,1.3,2,7.9,9.7,-2.6,Not selected
Center,46,27:14,4.4,6.9,0.642,0,0.1,0,2.5,4,0.639,3.1,6.6,9.7,1.2,0.7,1.5,1.2,2.5,11.4,12.3,0.5,Not selected
Forward,37,24:59,4.8,11.1,0.43,1.6,4.7,0.337,1.8,2.4,0.744,0.8,3.2,4,1.1,0.3,0.4,1.5,1.8,12.9,7.4,3.2,Not selected
Forward,45,31:38,5.1,11.2,0.458,2.4,6,0.399,1,1.4,0.734,0.9,3.2,4.1,2.1,0.7,0.3,1.5,2.4,13.7,9.2,1.2,Not selected
Guard,43,24:09,4.2,8.6,0.486,0.5,1.4,0.355,1.2,1.6,0.779,1.2,4.5,5.7,3.9,1.6,0.3,2.1,2.2,10.1,9.4,-3.7,Not selected
Guard,46,31:09,7,16.7,0.421,1.9,6.3,0.304,5.4,7,0.775,0.4,2.9,3.3,6.5,0.7,0.3,2.8,2.9,21.4,14.5,0.4,Not selected
Guard,45,23:46,3.4,7.4,0.464,1,2.6,0.383,2.1,2.5,0.823,0.5,2.5,3,3.3,0.6,0.8,1.2,2.1,9.9,8.4,0.8,Not selected
Guard,50,34:26,8.7,19.8,0.44,3.1,8.1,0.38,4.7,5.6,0.83,0.7,4.2,4.9,4,1.4,0.5,3.2,2.2,25.1,16.5,-1.5,Not selected
Guard,45,25:05,3.2,7.4,0.425,1.9,5.1,0.378,0.6,0.8,0.703,0.7,2.8,3.5,1.3,1.3,0.5,0.9,2.2,8.8,6.9,5,Not selected
Center,45,25:42,6.3,10.7,0.588,0.6,1.5,0.394,1.8,2.5,0.732,2.8,7.4,10.2,2,0.4,1,1.9,2.7,14.9,13.4,-0.1,Not selected
Guard,40,26:49,4,9,0.442,0.9,2.4,0.383,3.2,3.8,0.867,0.5,2.1,2.6,5.9,0.8,0.4,2.2,2,12.2,10.3,-2.5,Not selected
Forward,18,21:06,1.4,4.8,0.291,0.5,2,0.25,1.1,1.6,0.655,1.3,3.5,4.8,1.2,1,0.4,0.9,1.5,4.3,3.9,-1.9,Not selected
Center,47,28:03,6.4,13.4,0.479,2.6,6.5,0.405,2.2,2.9,0.745,1,3.7,4.7,1.4,0.7,1.6,1.7,4.1,17.7,11.7,-1.5,Not selected
Guard,37,31:31,4.1,11,0.369,2.2,6.5,0.344,1.7,2.1,0.831,0.8,2.8,3.6,4.8,1.5,0.5,1.4,2.5,12.1,10.1,3.4,Not selected
Guard,36,28:20,3.1,7.2,0.423,1.5,4.3,0.351,0.7,1.1,0.632,1.3,4.7,6,4,1.3,0.6,1.3,3.2,8.3,8.5,5,Not selected
Center,37,26:12,6.1,12,0.507,1,2.7,0.374,1.8,2.5,0.739,2.1,6.1,8.2,1.3,0.6,0.8,1.8,2.7,15,11.2,1.2,Not selected
Forward,47,32:19,7,15.7,0.449,1.1,4.1,0.273,3.8,5.3,0.705,2.3,7.1,9.4,3.3,0.8,0.3,3,2.8,19,13,-4,Not selected
Center,46,28:43,7.8,13.8,0.568,0,0.3,0,3.6,5.8,0.63,2.8,4.4,7.2,1.8,0.7,1.1,1.9,2.3,19.3,15.1,4.2,Not selected
Forward,46,30:19,5.1,12,0.424,2.2,6.4,0.344,2.7,3.2,0.826,1.2,5.2,6.4,1.5,0.8,0.5,1.7,2,15,10.6,-1.7,Not selected
Forward,47,35:01,2.7,6,0.443,1.4,4,0.364,0.7,0.9,0.833,1.6,5.6,7.2,1.7,1.2,0.4,1.1,3.4,7.5,7.3,2.4,Not selected
Guard,40,32:06,4.6,11.4,0.406,1.2,3.4,0.336,2.4,3,0.81,0.8,3.9,4.7,8.8,1.4,0.2,2.6,2.4,12.8,12.3,2.5,Not selected
Forward,47,34:59,5.1,11.4,0.449,1.3,3.7,0.345,3.4,4.2,0.794,0.9,3.9,4.8,2,0.6,0.1,1.3,1.1,14.9,10.9,-1.2,Not selected
Guard,38,31:31,5.5,12.6,0.436,1.6,4.8,0.333,2.4,2.9,0.818,0.8,2.5,3.3,3.4,1,0.6,2.1,2.7,15,10,2,Not selected
Forward,49,23:09,3.8,8.8,0.431,1.1,3.2,0.333,0.7,1.1,0.6,1.4,3.2,4.6,1.7,1.1,0.3,1.4,1.9,9.3,6.9,-1.7,Not selected
Forward,21,26:43,5.3,13.6,0.388,1.3,3.9,0.341,2.3,3.4,0.676,0.9,2.9,3.8,3.2,0.7,0.1,2.5,1.8,14.2,7.6,-4.2,Not selected
Forward,38,33:39,7.3,14.8,0.495,2.1,5.4,0.39,3.4,4.5,0.749,1.1,5.5,6.6,2.4,1.2,0.3,2.3,2.9,20.1,14.1,3.2,Not selected
Guard,43,27:59,4.8,10.7,0.454,3.1,6.7,0.465,2.8,3.2,0.89,0.2,2.6,2.8,1.9,0.3,0.2,1.2,1.5,15.6,10.8,-0.5,Not selected
Center,45,26:22,3.7,8.9,0.416,1.4,4.7,0.297,1.4,1.6,0.859,0.6,4,4.6,1.6,0.7,2.5,0.9,2.2,10.1,8.8,8.4,Not selected
Forward,47,29:54,3.7,8.4,0.445,2.1,5.2,0.408,1.1,1.4,0.773,0.4,3.7,4.1,5,0.9,0.1,1.9,2.1,10.7,9.3,5,Not selected
Forward,46,29:15,4.5,10.3,0.437,2.3,6.5,0.348,1.5,1.9,0.795,0.7,5.2,5.9,1.2,1.6,0.9,1.5,3.1,12.8,9.6,-0.3,Not selected
Guard,23,29:58,5.1,13.6,0.378,3.2,9.1,0.348,2.5,3.4,0.722,0.3,1.9,2.2,1.4,0.5,0.3,1.2,2,15.9,8.6,0,Not selected
Guard,34,30:18,6.1,13.9,0.444,1.4,4.1,0.341,3.3,3.6,0.911,0.7,3.7,4.4,7.4,0.8,0.2,2.5,1.8,17,14.1,3.2,Not selected
Forward,42,31:41,5,12.1,0.418,1.1,3.8,0.286,2.1,3.1,0.664,1.7,5.5,7.2,2.9,0.7,0.5,1.6,2,13.3,9.9,-2.9,Not selected
Point-Forward,30,32:26,6.7,13,0.517,1.5,4,0.372,2,2.3,0.87,0.9,5.3,6.2,4,0.7,0.4,1.8,1.9,17,13.9,5.8,Not selected
Forward,9,25:05,3.9,9.3,0.417,1.8,4.4,0.4,1.7,2.2,0.75,0.9,2.6,3.5,1.6,1,0.3,0.8,2.2,11.2,8.1,0.8,Not selected
Center,39,32:48,6.3,9.9,0.629,0,0,,1.4,2.7,0.529,4.3,9.5,13.8,1.2,0.8,1.8,1.6,2.6,13.9,15.2,1.5,Not selected
Center,29,24:19,4.5,7.2,0.622,0,0.1,0.25,0.9,1.6,0.587,3.2,6.7,9.9,1.9,0.6,1.1,1.2,2.3,9.9,11.3,1.3,Not selected
Guard,47,33:59,7.4,17.5,0.423,3.7,9.9,0.371,1.9,2.2,0.829,0.9,4.1,5,3.2,0.8,0.3,2.6,2.6,20.3,12.5,-2.2,Not selected
Guard,44,29:59,6.4,15.2,0.419,1.9,5.3,0.366,5,5.8,0.87,0.4,2.6,3,6,0.6,0.2,3,1.4,19.7,13.8,3.2,Not selected
Guard,46,33:15,7,15.4,0.453,3.2,7.5,0.422,4.1,4.5,0.909,0.6,3.5,4.1,2,0.6,0.1,2.7,1.8,21.2,13.2,7,Not selected
Forward,22,30:15,7.7,14.1,0.547,1.3,3.8,0.349,2.3,2.9,0.81,2.4,7.4,9.8,1.2,0.7,1.9,1.8,3.8,19.1,15.6,-5.3,Not selected
Forward,41,30:33,5.8,13.3,0.439,3.1,7.4,0.414,4.3,4.7,0.907,0.7,5,5.7,2.4,0.7,0.1,1.4,1.2,19,14.4,3.1,Not selected
Forward,48,34:27,7.6,15.8,0.48,1.8,5,0.358,2.5,3.1,0.797,0.7,6,6.7,2.9,0.8,0.6,1.6,2.3,19.4,14.2,3,Not selected
Guard,40,32:12,4,9.7,0.416,1.3,4.2,0.311,1.3,1.6,0.828,0.5,2.3,2.8,2.2,1.4,0.3,1,2.3,10.7,7.7,3.2,Not selected
Center,38,28:55,4.3,9.6,0.446,1.4,4.2,0.335,2.1,2.9,0.743,1.2,4.8,6,1.2,0.7,1.9,1.2,2.6,12.1,9.7,0.9,Not selected
Guard,39,26:18,5.6,11.7,0.482,1.3,3.6,0.353,2.9,3.5,0.844,0.7,3.8,4.5,5.2,0.9,0.5,2.2,2.2,15.5,12.8,8.6,Not selected
Center,37,31:36,7.4,16.6,0.442,1.7,4.8,0.356,2.2,2.8,0.814,2.7,8.3,11,3.5,0.9,0.8,1.4,2.3,18.6,15.8,0.2,Not selected
Guard,30,32:21,8.4,19.5,0.433,3.7,9.7,0.381,3.5,4.5,0.776,0.4,3.3,3.7,6.3,0.9,0.3,3.1,2.1,24,16.1,-6.2,Not selected
Forward,32,24:55,4.1,8.8,0.468,1,2.3,0.413,2.7,3,0.885,2,3.8,5.8,1.4,0.9,0.7,1.3,2.8,11.9,9.7,6.4,Not selected
Center,35,27:49,2.8,6.6,0.424,1.4,3.5,0.403,0.7,1,0.722,0.8,5.6,6.4,3.5,0.8,0.9,1.2,2.9,7.8,7.9,6.9,Not selected
Forward,41,31:07,5.8,12.9,0.45,2.5,6.6,0.375,3.3,3.9,0.843,0.8,9,9.8,2.8,0.6,0.3,2.6,1.6,17.4,13.3,-6.3,Not selected
Center,43,26:45,4.5,7.5,0.599,0,0,0,1.9,3.3,0.579,3.4,6,9.4,2.6,0.7,1.1,1.4,1.8,10.9,12.2,3,Not selected
Guard,1,20:57,2,8,0.25,1,7,0.143,4,4,1,0,2,2,4,0,0,2,0,9,5.6,-3,Not selected
Guard,40,31:58,6.5,15,0.435,1.6,5,0.322,3,3.3,0.916,0.8,3.2,4,4.6,1.4,0.3,2.1,1.7,17.6,13.1,5,Not selected
Forward,36,30:20,5.9,14.9,0.397,2.2,6.4,0.341,2.8,3.7,0.739,1.7,7.2,8.9,1.4,0.6,2,1.7,3.1,16.8,11.7,4.2,Not selected
Center,45,33:39,7.1,13.5,0.522,0,0.5,0.048,3,5.1,0.589,4.5,11.1,15.6,2.8,2.1,1.8,3.6,3.7,17.2,16.3,-2.6,Not selected
Guard,29,31:12,7,14.9,0.473,0.9,3.2,0.283,4.3,6.2,0.685,0.8,3.5,4.3,7.1,1.6,0.5,3.3,3,19.2,14.8,-2.6,Not selected
Guard,44,35:39,8.6,18.9,0.455,2.6,6.9,0.382,1.8,2.3,0.765,0.7,3.3,4,3.8,0.8,0.7,1.8,2.5,21.6,14.3,0,Not selected
Forward,47,34:23,8.5,15.9,0.535,0.2,0.6,0.276,5.8,6.9,0.845,0.7,5.1,5.8,5.2,1,0.3,2.5,2.8,23,18,-2.4,Not selected
Guard,28,27:17,4.3,11.4,0.377,1.6,4.7,0.333,2.4,3.1,0.782,0.6,2.4,3,4.1,0.7,0.1,1.9,2.2,12.6,8,1.1,Not selected
Guard,39,35:30,7.9,17.7,0.445,2.1,5.9,0.357,2.2,3,0.724,1.3,3.5,4.8,6.4,1.7,0.8,2.9,2.1,20,15.4,-2,Not selected
Guard,39,35:29,9.8,21.6,0.453,2.5,7.8,0.318,6.5,7.7,0.846,1,3.4,4.4,6.3,1,0.3,3.3,2.3,28.6,20.1,-6.2,Not selected
Point-Forward,18,28:27,4.9,13.9,0.352,1.5,6.2,0.243,4.2,5.4,0.776,0.9,3.7,4.6,3.3,0.4,0.4,2.2,1.5,15.5,9.2,-1.4,Not selected
Center,44,31:07,5.1,11.4,0.451,1.4,4.3,0.321,0.9,1.2,0.722,1.6,5.1,6.7,4,1,0.9,1.1,2.2,12.5,11.5,3,Not selected
Point-Forward,35,29:17,3,7.7,0.384,0.8,3.1,0.266,1.6,2.1,0.77,0.5,5.8,6.3,5.9,1.5,0.8,2.2,2.6,8.4,8.9,-5.6,Not selected
Center,43,33:09,7.4,14.6,0.51,1.2,2.8,0.429,3,3.6,0.845,2,5.5,7.5,2.3,0.6,1.7,1.4,2.5,19.1,15.8,-2.6,Not selected
Guard,18,33:11,9.7,21.2,0.459,2.7,7.1,0.375,4.7,5.1,0.924,1.1,4.1,5.2,6.6,1.4,0.5,2.3,2.6,26.8,20.8,-1.2,Not selected
Center,30,33:28,9.2,18.1,0.511,3.4,8.2,0.412,5,6.2,0.812,2.7,8,10.7,4.2,0.9,1.2,3.2,3.4,26.9,21.9,-0.4,Not selected
Guard,4,28:01,6.8,16.5,0.409,2.2,9.2,0.243,4.5,4.5,1,1,4,5,6.5,1.2,0.5,3.8,2.5,20.2,14.7,-7.5,Not selected
Point-Forward,34,34:39,10,19.3,0.518,2,5.6,0.356,5.3,7.8,0.682,0.9,7.4,8.3,7.1,1.3,0.7,3.4,1.6,27.3,22.4,2.8,Selected
Point-Forward,43,33:04,9.8,16.9,0.578,0.4,2.3,0.182,6.5,9.2,0.704,2.3,10.2,12.5,5.9,1.3,1.4,4,3.3,26.5,23.3,8.9,Selected
Guard,44,37:20,10.5,23.9,0.44,5,13.2,0.374,10.3,11.9,0.864,1,5.6,6.6,8.2,2.1,0.7,5.6,3.5,36.3,26.9,2.5,Selected
Forward,47,35:29,9.7,19,0.511,2,5.1,0.385,6.6,7.3,0.904,0.5,6.9,7.4,6,0.8,1.1,3.3,1.9,28,22.4,8.7,Selected
Guard,36,34:18,9.7,19.9,0.488,5.2,11.7,0.448,4.6,4.9,0.927,0.8,4.4,5.2,5.6,1.2,0.4,2.9,2.6,29.2,22.4,10.8,Selected
Guard,42,32:27,8.9,17.8,0.501,2.6,6.3,0.413,3,3.5,0.846,1.1,3.6,4.7,6.9,1.7,0.5,2.7,2.2,23.5,19.5,7.1,Selected
Center,46,33:27,9.1,18.5,0.491,1.2,3.9,0.309,7.9,9.8,0.801,2.4,10.9,13.3,3.5,0.6,2,3.5,3.3,27.2,21.7,5.9,Selected
Forward,36,34:57,9.6,19.1,0.504,1.8,4.8,0.368,6.6,7.7,0.853,1.4,6.5,7.9,3.1,1.9,0.5,2,1.5,27.6,22.4,5.2,Selected
Forward,46,35:53,9,20.4,0.444,3.4,8.8,0.389,5.5,6.5,0.841,1.5,6.4,7.9,4,2.3,0.5,2.6,2.8,27,20.7,7.7,Selected
Guard,50,34:11,8.5,19.7,0.432,3.1,8.8,0.355,4.2,5.1,0.817,0.5,3.7,4.2,5.6,1.2,0.5,2.5,1.6,24.4,17.4,0.3,Selected
Guard,51,37:02,9.2,19.5,0.468,2.6,7.3,0.354,3.8,4.8,0.794,1.1,3.9,5,5.1,1.4,0.8,2.7,2.9,24.7,17.9,-1.5,Selected
Point-Forward,47,36:22,8.9,18.6,0.48,2.4,6.7,0.364,6,7.9,0.76,1.3,6.8,8.1,5.3,0.8,0.4,3.8,2.8,26.3,18.9,-0.9,Selected
Forward,41,37:03,10.5,20.6,0.508,1,3,0.325,7.4,9.1,0.812,3.4,9.9,13.3,4.4,1.7,2.6,2,2.6,29.3,27.3,3.3,Selected
Guard,51,29:33,7.6,17.3,0.44,2.7,7.2,0.376,1.6,2,0.81,0.5,3.2,3.7,6.4,1.2,0.3,2.8,1.7,19.5,14,0.5,Selected
Point-Forward,50,33:25,6.7,11.8,0.569,0,0,0,3.2,5.5,0.582,2.2,7.3,9.5,8.2,1.3,0.8,3.4,2.5,16.7,17,2.2,Selected
Guard,51,35:18,8.7,19.3,0.45,2.8,7.6,0.372,6.2,6.8,0.908,0.8,3.8,4.6,6.3,1.1,0.5,2.8,1.8,26.4,20.1,5,Selected
Forward,47,31:08,6.1,14.1,0.435,2.4,6.3,0.376,2.7,3.2,0.846,0.4,5.3,5.7,4.2,1.1,0.1,2.2,2.4,17.3,12.5,7.6,Selected
Guard,41,34:19,4.7,11.4,0.41,2.2,6.7,0.322,2.7,3.1,0.845,0.6,3.9,4.5,9.4,1.4,0.5,2.8,2.5,14.2,14,8.7,Selected
Center,51,33:04,8.2,16.4,0.498,1.7,4.6,0.376,4.5,5.3,0.849,3.4,8.7,12.1,3.1,0.9,1.9,2.8,3.8,22.6,19.2,1.9,Selected
Center,49,31:24,7.6,15.1,0.506,1.1,3.7,0.309,3.7,4.4,0.851,2.8,7.6,10.4,7.7,1.4,0.7,3.1,2.8,20.1,19.7,4.9,Selected
Guard,50,34:09,8.5,18.5,0.462,2.9,7.5,0.379,1.8,2.2,0.804,0.4,3.6,4,2,1.2,0.6,1.6,2.2,21.7,14,4,Selected
Center,50,31:15,8.7,16.7,0.52,1.2,3.1,0.377,2.2,2.8,0.775,2.7,9.3,12,3.8,1,1.2,2,2,20.7,18.6,0.5,Selected
Center,52,32:37,8.3,16.1,0.516,0.1,0.4,0.211,4.4,5.2,0.847,3,5.8,8.8,2.6,0.5,1.2,1.9,2.1,21.1,17.1,0.6,Selected
Guard,36,31:51,6.9,16.3,0.423,2.1,6,0.343,2.9,3.9,0.73,0.6,5,5.6,5.2,1.7,0.3,2.3,2,18.8,14,3.5,Selected
Guard,42,35:30,8.3,19.9,0.416,1.2,4.7,0.25,4,6.1,0.65,1.5,9.4,10.9,10.8,2.3,0.3,4.5,3.5,21.7,18.2,6.3,Selected
Guard,47,30:16,3.9,9.7,0.406,1.6,4.9,0.329,0.4,1,0.417,1.1,4.2,5.3,5.4,1.5,0.4,2.2,2.4,9.9,8.9,-0.3,Not selected
